ID;Job Title;Company;Location;Responsibilities;Requirements;Benefits;URL
84;IT Consultant for Technology Strategy and M&A;Deloitte;Warsaw;"Develop strategic solutions, driving design and implementation of IT strategies, operating models, and process assessments aimed at improving organizational efficiency and effectiveness; conduct evaluations of IT strategies, systems, business applications, organizational structures, IT infrastructures, security practices, and internal processes; support M&A processes including IT Due Diligence, Technology/Software Due Diligence, Vendor Support, and Synergy Assessments in the pre-deal phase; advise IT leaders (CIOs, CTOs, IT Directors) across industries and global geographies; provide tailored recommendations and risk mitigation strategies for transaction-specific needs; collaborate with multidisciplinary teams including enterprise architecture, HR, finance, and commercial teams.";"Graduate (minimum bachelor’s degree) in IT, Business Informatics, or related technical discipline; up to 3 years of relevant IT/business technology experience; strong visual communication skills using PowerPoint, Visio, Google Slides, Miro or similar tools; strong analytical and problem-solving mindset; understanding of IT processes and their impact on business outcomes; EU citizenship or valid work permit to work in Poland; Polish (C2/native) and English (B2 minimum). Strongly preferred: experience in IT strategy, IT transformations, or IT M&A (consulting firms such as Big4/MBB preferred); academic experience abroad or leadership in student organizations; financial/accounting knowledge or additional degrees; advanced tools (Miro, BPMN, UML); certifications in project management, cloud, cybersecurity, ITIL, CISSP, TOGAF, PMP or AWS/Azure/GCP.";"Impactful local and international IT strategy and M&A projects; accelerated career growth and fast-track development program; expanded knowledge working with IT specialists; personalized career coaching; funding for certifications (CISSP, ITIL, TOGAF, PMP, AWS, Azure, GCP); flexible working options (remote or office); collaborative and supportive work environment with team integration opportunities.";https://www.linkedin.com/jobs/view/4399778605
85;IT Supplier Performance Manager;Nordea;Warsaw;"Oversee supplier performance and ensure compliance with Service Level Agreements (SLAs), Key Performance Indicators (KPIs), contractual terms, and relevant regulations; ensure timely and accurate performance overview and reporting, aligning with stakeholders on input and improvement actions; onboard new ICT suppliers into Supplier Repository and ensure correct metric description, measurement, data quality, and completeness; develop and implement supplier performance processes and conduct regular performance evaluations with ICT suppliers to identify trends, improvement areas, and progress; validate supplier performance data and confirm results against contractual service levels and targets; collaborate with external (regulators, audit, suppliers) and internal (technology, security) stakeholders to establish performance expectations aligned with business objectives and risk tolerance; support supplier agreement negotiations focusing on IT performance metrics and consistent measurement and reporting.";"Excellent communication and interpersonal skills to build and maintain stakeholder relationships; ability to gather, analyse, and interpret performance data and present it clearly; good negotiation skills and ability to resolve challenges diplomatically; ability to engage with senior leaders and stakeholders across countries; ability to translate business language and technical solutions into executive summaries; solution-oriented, proactive, and action-driven mindset; strong teamwork and cross-functional collaboration skills; ITIL and IT Service Management knowledge and experience; understanding of SLAs, KPIs, and service/performance management methodologies; understanding of IT environments, IT operations, and IT-related processes; experience documenting IT and business processes; prior experience in IT Supplier Management or IT Service Management roles; English fluency.";"Culture based on collaboration, ownership, passion, and courage; hybrid working model; opportunities for career growth and development in a large Nordic bank; learning from diverse colleagues in a global environment; inclusive and diverse workplace aligned with European Diversity Charters; strong focus on performance, innovation, and continuous improvement in supplier management practices.";https://www.linkedin.com/jobs/view/4420945222
86;Lead IT Expert;DSV - Global Transport and Logistics;Warsaw;"Develop and maintain technology standards for the Contract Logistics IT unit aligned with global IT standards, operational needs, compliance requirements, and industry best practices; drive modernization initiatives such as cloud adoption, automation, integration enhancements, and data-driven process improvements; assess and scan existing solutions for technology compliance and drive migration and replacement programs for non-compliant technologies; ensure standard technology adoption for new solutions and management tools used in Contract Logistics IT; oversee global IT technology and methodology standards and drive adoption within Contract Logistics IT; report technology compliance and drive migration programs for non-compliant technologies; serve as subject matter expert for IT systems, integration platforms, and operational technologies; assess and improve IT processes to increase efficiency, consistency, and quality; design, document, and maintain IT processes following standards such as BPMN, ITIL, ISO/IEC 20000; ensure processes are followed across project, operations, and support teams; establish process governance frameworks including KPIs, compliance checks, and improvement cycles; facilitate workshops with cross-functional teams to define requirements and process outcomes; train employees on technologies and processes; partner with tool owners to implement process changes.";"Proven experience managing complex software development projects (Project Manager, Program Manager, Product Owner, or similar); broad and deep knowledge of modern IT technologies including infrastructure, software delivery, programming languages, databases, frameworks, deployment and test automation; ability to map non-functional requirements to suitable technology approaches; understanding of migration or replacement of deprecated technologies; knowledge of scanning/analysis tools for deprecated technologies; experience in process analysis, design, and optimization; knowledge of BPMN, Lean Six Sigma, ITIL (certifications a plus); degree in Computer Science, IT, Information Systems or related field; strong communication skills for technical and managerial audiences; strong problem-solving and analytical mindset; high ownership, accountability, and strategic thinking; certifications such as PMP, PRINCE2, AWS/Azure or other cloud/tech certifications are beneficial; understanding of logistics processes is a plus; strong knowledge of IT project and technology lifecycles; ability to lead discussions and drive consensus; fluent English.";"Employment contract with comprehensive benefits package; training and development programs and access to e-learning platform; onboarding with dedicated Buddy; annual company-wide integration event; Scandinavian organizational culture; internal growth opportunities; sports activities co-financing; private medical care; language course funding; professional training funding; life insurance; corporate gym and sports teams; integration events; holiday funds; employee referral program; yoga in the office; modern office environment; relocation-friendly amenities such as parking and bicycle facilities.";https://www.linkedin.com/jobs/view/4414498511
87;Service Desk Specialist;Tata Consultancy Services;Warsaw;"Provide first level support to customers for IT requests and incidents including software and hardware issues (desktops, mobile computers, and other mobile devices); assist users via telephone, email, voicemail, chat, web interface and other channels; identify and solve software and hardware problems by giving step-by-step instructions; provide advanced PC support using remote control tools; communicate with team members, 2nd and 3rd level technical teams and end-users to process incidents, service requests, queries and escalations and meet SLAs; handle and document all incoming requests or incidents in IT Service Management tools within agreed timeframes; own tickets through their lifecycle ensuring quality documentation; follow up and escalate unresolved cases to appropriate IT teams (Network, Server, Application or others); log all contacts in the helpdesk system in English while handling calls in other languages.";"More than 1 year of Service Desk experience; very good written and verbal communication skills in French & Polish; good English communication skills; good knowledge of Windows OS, Microsoft Office tools and internet browsers; minimum high school degree (college/university degree preferred or in progress); ability to work shifts (7 am–7 pm) and from office in Warsaw (Wola); customer-centric mindset; strong team player; strong analytical skills.";"Competitive salary with annual reviews; hybrid work model after training (minimum 2 days in office); opportunity to use foreign languages and modern technologies daily; indefinite employment contract after probation period; access to MyBenefit platform (sports, tourism, culture, recreation); Multisport card; private medical care for employee and family; private life insurance; access to learning and development platforms; discounted theatre tickets; multicultural work environment.";https://www.linkedin.com/jobs/view/4413557742
88;IT Support Administrator;BrainRocket;Warsaw;"Interacting with internal clients to identify their needs; preparing detailed requirement specifications; analyzing current business processes and suggesting optimizations using JIRA; setting up projects, boards, workflows, and other JIRA functionalities; configuring user permissions and access levels; integrating JIRA with other tools and systems; creating and maintaining documentation on JIRA configuration and usage; training users and providing technical support; conducting regular system audits to ensure optimal performance.";"At least 2 years of experience working with JIRA; experience in gathering and analyzing requirements; understanding of JIRA functionality and configuration; experience integrating JIRA with other tools is an advantage; excellent communication skills and ability to work in a team; ability to quickly learn and adapt to new tools and methodologies; plus: experience in Agile/Scrum teams, Atlassian certification, experience with other project management tools, Python programming skills.";"Learning and development opportunities with challenging tasks; relocation package (tickets, hotel stay up to 2 weeks, visa relocation support for employee and family); language learning support (English and Portuguese classes partially compensated); partial compensation for tennis lessons; global health insurance; 24 days of annual vacation plus additional paid sick days; transport compensation of 200 EUR net per month; competitive salary with annual review; team building activities; opportunity to work in Portugal office.";https://www.linkedin.com/jobs/view/4411180952
89;Senior Security Analyst;Bunge;Warsaw;"Perform initial analysis, triage, and response tasks of cyber events as part of the CTDO group to operate a global SOC; safeguard company assets, intellectual property, and information systems; conduct advanced incident response analysis to collect, store, correlate, analyze, identify, and respond to security data from sensors; implement, configure, and optimize detection and reporting capabilities of global security tool suite; collect and analyze intrusion artifacts (event logs, source code, malware) to support incident response actions; conduct rapid incident response and cyber event investigations and formulate technical response actions to mitigate or contain cyber events; perform root cause analysis and recommend corrective actions using critical thinking and deductive reasoning; provide or contribute to development of ad-hoc information security reports for executive leadership; support, mentor, and train junior cyber security analysts; proactively identify emerging threats, monitor security events, conduct in-depth investigations, and contribute to detection improvement and proactive threat hunting.";"4–7+ years experience in IT field; minimum 4+ years direct experience in Cyber Security, SOC operations, Incident Response, and security tool integration/operations; experience with SIEM tools (Splunk, QRadar, Logscale, Google Chronicle, etc.); experience with EDR tools (CrowdStrike, Palo Alto, Microsoft Defender, SentinelOne, etc.); experience with networking security tools (NGFW, IDS/IPS, WAF, anti-DDoS, email and web security); 3–5+ years experience as system administrator, application developer, or database administrator; familiarity with identity-based attacks (AD, Azure AD, IAM) and cloud security (Azure/AWS/GCP); Bachelor’s or Associate degree in Computer Science, Information Systems, Engineering, or related field; certifications such as GSEC, GCIA, CEH or similar are highly desired; intermediate scripting/querying skills (KQL, SPL, AQL, YARA-L, Sigma Rules); at least 2 years experience in compliance-oriented industry preferred; strong technical security operations and incident response skills.";"Global agribusiness company with presence in 50+ countries; opportunity to work in a global SOC protecting critical systems and infrastructure; collaborative, inclusive, and respectful team culture; emphasis on innovation, agility, empowerment, safety, sustainability, and integrity; opportunity to work with advanced cybersecurity tools and global-scale security operations; strong focus on professional development and impactful work supporting global food security and sustainability.";https://www.linkedin.com/jobs/view/4417469741
90;Global OT Senior Solution Architect;Siemens;Warsaw;"Designing and documenting end-to-end IT/OT solution architectures, including interfaces and integration patterns; establishing solution design and concepts for IT/OT network infrastructure and components; developing ITSM-aligned processes and integration patterns; ensuring compliance with architecture principles, standards, and target architecture; evaluating technical options and determining solution approach; providing technical guidance throughout the entire lifecycle (design → implementation → operations); maintaining as-is and target architecture documentation and recording architectural decisions and technical debt; ensuring cybersecurity alignment and standardization across factories; coordinating integration across multiple providers; communicating architectural decisions to multiple stakeholders.";"10+ years experience in IT/OT architecture design, including network infrastructure, segmentation, and integrations; ability to create OT blueprints and independently design architectures using established standards; expertise in LAN/WLAN/SDN/segmentation; backend knowledge of DNS, DHCP, RADIUS; ITIL and service design knowledge; strong communication and stakeholder management capabilities; understanding of cybersecurity, OT requirements, and multi-vendor/multi-provider environments; experience in multi-provider environments is a plus; fluent English.";"International organization and global industry leader with stable market position; impact-driven work with real influence on business, environment, and future; positive, collaborative culture based on trust, responsibility, and respect; professional development opportunities including e-learning platforms (LinkedIn Learning, Coursera, Harvard Business Review) and mentoring programs; remote work; additional paid days off; MyBenefit cafeteria system; lunch card; Employee Assistance Program (psychological, legal, financial support); Employee Pension Program (100% employer contribution); share purchase program; medical care, life insurance, Multisport card; sports initiatives; inclusive and diverse work environment.";https://www.linkedin.com/jobs/view/4415674827
91;Senior IT Architect;Tieto;Warsaw;"Analyze the current Camunda-based workflow orchestration implementation; assess alignment with Camunda 8 best practices and architecture guidelines; evaluate process modeling (e.g. BPMN usage, orchestration patterns); identify gaps, inefficiencies, and risks in the current setup; provide recommendations for improving process design and orchestration approach; improve scalability and performance; improve reliability and error handling; improve maintainability and extensibility.";"Deep expertise in Camunda 8 (preferably 8.8 or later); strong experience in business process orchestration (BPMN); hands-on experience with containerized environments; Kubernetes (preferably Mirantis Kubernetes Engine); Helm charts; CI/CD pipelines; ElasticSearch; proven experience in architecture reviews or solution assessments; strong analytical and problem-solving skills. Nice to have: Java and/or Kotlin development experience; understanding of microservices architecture; experience in insurance or regulated domains.";"Private medical coverage; group life insurance; investment fund; MyBenefit system; inclusive and diverse work culture; emphasis on openness, trust, and innovation.";https://www.linkedin.com/jobs/view/4423920375
92;IT Systems Administrator;Tango;Warsaw;"Support users (L1–L3); configure internal systems; diagnose and troubleshoot technical issues; maintain, troubleshoot and upgrade network infrastructure; install and maintain servers, devices and firewalls; monitor infrastructure; ensure smooth deployment of new SaaS applications; configure and troubleshoot IDP, RBAC, Jira, GCP, AD (DC, NPS), RADIUS; update technical documentation; act as primary IT owner for Warsaw office (walk-ups, incidents, projects) with escalation to global IT; manage endpoint, identity, network, and AV troubleshooting; handle equipment lifecycle (provisioning, enrolment, inventory, repairs, secure wipe, disposal); support office networking and infrastructure; ensure security hygiene and incident discipline; collaborate with global IT team.";"3+ years experience in SysAdmin role with strong on-site presence; strong macOS and Windows support skills (OS upgrades, diagnostics, drivers, corporate apps); experience with Jamf Pro (macOS management) and Intune (Windows management); familiarity with public cloud concepts (GCP preferred; AWS/Azure acceptable), especially IAM and networking basics; experience with Okta (user lifecycle, MFA, SSO troubleshooting); Google Workspace administration basics; Atlassian Jira and Confluence user management; understanding of least-privilege access; strong office network troubleshooting (LAN/WiFi, DHCP/DNS, VPN); firewall familiarity (FortiGate preferred); security awareness (phishing, patching, credentials, incidents); good English communication skills. Nice to have: SCEP/AD/LDAP/RADIUS knowledge; scripting (Bash, PowerShell, Python); experience with printers and office infrastructure.";"Stock options (Silicon Valley company); competitive salary; medical insurance (75% covered for relatives); lunch budget; parking; hybrid work (4 days office, 1 home office); Multisport card; cheerful team spirit and office atmosphere.";https://www.linkedin.com/jobs/view/4413976997
93;IT Service Desk Specialist;Rockitworks;Warsaw;"Handling user support requests via phone, e-mail, and ticketing system; diagnosing and resolving basic IT issues; supporting users within Windows and Microsoft 365 environments; hardware setup and user account configuration; supporting LAN/WiFi environments; remote user support and occasional on-site visits; ticket documentation and cooperation with Service Desk team; working across diverse IT environments including building new environments.";"Secondary technical education (IT technical school) or university degree in IT; strong communication skills and ability to work with business users; basic knowledge of Windows, Microsoft 365, TCP/IP networking fundamentals and WiFi; ability to logically troubleshoot and diagnose problems; good work organization and willingness to develop in IT field; knowledge of SQL / NoSQL databases; knowledge of containerization (Docker). Nice to have: initial Service Desk / IT Support experience; familiarity with ticketing systems (e.g. GLPI); basic knowledge of remote support tools (e.g. TeamViewer).";"B2B contract or contract of mandate; rate 250 PLN/MD; duration depending on performance (internship / probation / permanent cooperation); development path towards IT Administration and Cybersecurity; work with structured processes and professional tools; support from experienced team with defined responsibilities; remote work possibility with occasional on-site work at customer locations.";https://www.linkedin.com/jobs/view/4311569529
94;Senior Cybersecurity Engineer;Kyriba;Warsaw;"Drive vulnerability management outcomes across cloud and enterprise environments by refining scanning scope, coverage, and signal quality to enable measurable risk reduction; prioritize vulnerabilities using risk-based context by correlating CVEs/CVSS/EPSS/KEV with asset criticality and threat intelligence and translating into actionable remediation plans and SLAs; advance exposure management by integrating endpoint scanning signals to identify exploitability, attack paths, and control gaps; strengthen EASM practices to reduce attack surface exposure across internet-facing infrastructure; collaborate with global TVM team and engineering/SRE/platform teams to execute remediation at scale, including orchestrated patching, configuration baselines, and secure configurations across AWS and enterprise systems; mature TVM processes and reporting by developing dashboards and executive metrics (risk posture, SLA adherence, MTTR, exposure trends) and contributing to global playbooks; support validation and incident response by validating high-risk findings, identifying exploitation patterns, and recommending compensating controls; maintain and improve documentation, runbooks, and enablement materials for vulnerability remediation.";"5–8+ years in cybersecurity with hands-on vulnerability assessment and remediation experience across AWS and enterprise environments; strong expertise in vulnerability management and exposure reduction, including risk-based remediation backlogs and SLA definition; knowledge of OS, network, and web application vulnerabilities and remediation approaches; experience with vulnerability management platforms (CrowdStrike Exposure Management, Tenable, Qualys, Rapid7); experience with SIEM and analytics tools (Splunk, Microsoft Sentinel, ELK, Google Chronicle); familiarity with asset inventory and CMDB tools (Axonius, ServiceNow CMDB/Discovery, JupiterOne); experience with cloud security services (AWS, Azure, GCP); experience with ticketing/workflow tools (Jira Service Management, ServiceNow ITSM/SecOps); ability to validate findings, reduce false positives, and reproduce exploit paths; scripting/automation skills (Python, Bash, PowerShell); strong communication and stakeholder management skills. Nice to have: CNAPP tools (Wiz, Prisma Cloud, Defender for Cloud), IaC security scanning, SBOM/supply chain risk understanding, certifications (CISSP, GCIH, GPEN, etc.).";"Hybrid Warsaw role; global fintech environment; impact on cloud-native SaaS security posture; exposure management and security-by-design influence; learning and certification support with conference sponsorship; comprehensive compensation and benefits package including health and wellbeing support; performance bonus and long-term incentives; salary range 226,400–311,300 PLN annually (plus potential variable compensation).";https://www.linkedin.com/jobs/view/4414912319
95;IAM Engineer;Qualco Group;Warsaw;Support and troubleshoot authentication, federation, and SSO integrations across modern identity platforms and hybrid environments. Design and implement secure IAM solutions including Conditional Access, MFA, token/session controls, claims, permissions, and least-privilege access models. Deliver and maintain Entra ID configurations, governance capabilities, external identity integrations, and application onboarding. Support hybrid identity environments involving AD DS, AD FS, and modernization toward cloud-native identity architectures. Develop and maintain PowerShell automation for identity operations, reporting, provisioning, lifecycle management, and operational support. Participate in SailPoint IGA implementations including access governance, certifications, provisioning workflows, SoD, and role/entitlement management. Design and improve identity lifecycle integrations and provisioning processes ensuring secure onboarding, offboarding, and access hygiene. Ensure IAM and IGA solutions comply with security, audit, GDPR/EUDPR, and regulatory requirements. Ensuring that all activities and duties are carried out in full compliance with regulatory requirements and supporting the continued implementation of the Group Anti-Bribery and Corruption Policy.;Bachelor's degree in IT or related field with a minimum of 10 years of professional IT experience, out of which, 8 years of experience in a similar position. Strong experience with Microsoft Entra ID, Conditional Access, Identity Protection, MFA, Enterprise Applications, App Registrations, service principals, and managed identities. Experience implementing and troubleshooting modern authentication and federation technologies including OAuth2, OpenID Connect, SAML, Auth Code + PKCE, Device Code, Client Credentials, OBO flows, and IdP/SP integrations. Strong understanding of token/session security, claims design, API permissions, delegated vs application permissions, consent models, and least-privilege access principles. Experience supporting hybrid identity environments involving AD DS and AD FS, including domains/forests, trusts, OU/GPO, delegation models, federation services, and modernization toward cloud-native identity architectures. Experience with Entra External ID (CIAM/B2B/B2C) onboarding patterns and identity lifecycle integrations including SCIM, reconciliation, JIT, and managed provisioning. Hands-on experience with Entra ID Governance and/or SailPoint IdentityIQ/IdentityNow including access packages, entitlement management, lifecycle workflows, certifications, SoD, access reviews, and role/entitlement modeling. Strong PowerShell scripting and automation experience for Entra ID, AD DS, AD FS, reporting, provisioning, operational support, and bulk administration. Experience designing IAM solutions aligned with GDPR/EUDPR, auditability, internal governance, and emerging AI/agent identity security requirements. Experience working with structured operational processes including CI/CD, ITSM, and controlled change management practices. Very good knowledge of the English language (B2 or higher).;This role is an on-site opportunity Poland. CV submitted in English. Your race, gender identity and expression, age ethnicity or disability make no difference in Quento we want to attract, develop, promote, and retain the best people based only on their ability and behavior. Disclaimer: Quento collects and processes personal data in accordance with the EU General Data Protection Regulation (GDPR). We are bound to use the information provided within your job application for recruitment purposes only and not to share these with any third parties. For more details on the processing of your personal data during the Recruitment procedure, please be informed in the Recruitment Notice, before the submission of your application.;https://www.linkedin.com/jobs/view/4419426065
96;System Administrator;Seargin;Warsaw;Lead the delivery of IT projects within the organization. Help develop and implement project plans, risk assessments and contingency plans. Develop sophisticated system standards and recommend improvements to enhance performance. Define and document best practices and support procedures. Assist with hardware, software, and vendor evaluation. Perform research, troubleshoot, and provide resolution to complex issues for new system technologies, on prem and cloud-based, in physical and virtual deployments. Carry out special tasks at Management's direction. Interact with staff and other peer groups at the technical level, as required. Other duties as assigned. Coaching/ Mentoring other team members.;Microsoft Certifications (MCSE) or equivalent certification in relevant programs desired. Advanced knowledge of Windows Server (2019 – 2025). Advanced knowledge of Microsoft Application Servers and technologies Microsoft modern management experience. A solid understanding of core networking, operating systems and troubleshooting concepts. Advanced knowledge of Group Policy design and configuration. Advanced knowledge of Microsoft 365/Office 365/ Azure/ Intune expertise (MS Cloud) with all services required. Advanced knowledge of scripting languages like PowerShell, Bash, or Python for automation tasks. Experience in global deployments and rollouts of new technologies is a plus. A good understanding of core networking, operating systems and troubleshooting concepts. Advanced knowledge of Active Directory/LDAP user and group administration. Experience with virtualization technologies like VMware or Hyper-V. Knowledge and some experience in AI areas like machine learning, AI engineering, Data engineering/scientist is in plus.;;https://www.linkedin.com/jobs/view/4418922940
97;Windows Systems Engineer;Strategic Staffing Solutions;Warsaw;Manage and support enterprise VDI environments based on Citrix. Administer and maintain large-scale Windows 11 desktop environments (~80,000 devices). Perform BAU activities: deployments, upgrades, patching, and ongoing platform maintenance. Troubleshoot and resolve complex VDI and Windows issues, including escalations. Engineer and implement improvements, including automation (PowerShell) and platform optimization. Support and enhance on-premises virtual desktop infrastructure. Collaborate with global teams and maintain technical documentation.;At least 6+ years of systems engineer experience with Windows and VDI. At least basic PowerShell skills. Experience engineering, managing, and supporting Virtualizations Platforms VMWare ESX must. Experience engineering, managing, and supporting environments involving VDI (Citrix, RDS), and Microsoft Desktop. In-depth knowledge in Windows OS internals and group policy. Previous enterprise-level experience. Strong written and verbal communication skills.;"Contract until 31 Dec 2026, with planned extension through end of 2027. Salary FTE: 20,500 PLN – 28,500 PLN; B2B: 175 PLN per hour – 230 PLN per hour. Hybrid model: 3 days office / 2 days remote (Warsaw).";https://www.linkedin.com/jobs/view/4421800430
98;Data Protection Advisor;Linklaters;Warsaw;Influencing global compliance with applicable data protection and privacy law and regulations and providing in-house advice and support on a day-to-day basis to practice and business teams on privacy and data protection regulatory compliance issues. Supporting management of privacy risk worldwide. Dealing with individuals rights requests by coordinating responses to and fulfilment of individuals' rights under applicable data protection laws. Providing advice on incidents and incident notifications, conducting and documenting data incident risk assessments, preparing draft notifications to data protection authorities and data subjects. Supporting Strategic Sourcing & Supply team in vetting, auditing, and management of third-party suppliers, including reviewing data processing agreements. Supporting Marketing, HR and Technology teams processing significant amounts of personal data. Working with external counsel to procure expert advice and implement it. Coordinating responses to data protection and privacy queries (pitches, engagement terms). Supporting privacy by design and completion of DPIAs and Legitimate Interest Assessments. Supporting special projects related to technology, diversity and inclusion, and regulatory changes. Administering privacy logs and preparing reports for Data Protection Executive Board. Delivering training and guidance on privacy and data protection issues. Building know-how resources and supporting colleagues across Warsaw and London teams.;2+ years of relevant experience in data privacy. In-depth knowledge of EU data protection requirements and awareness of global regulations. Experience advising on data protection and privacy laws and operationalising legal requirements in business processes. Ability to manage and prioritise competing projects under tight deadlines. Strong analytical skills. Clear communication skills and ability to engage senior stakeholders. Problem-solving ability with practical and creative solutions. Ability to adapt to different cultures worldwide. Fluent English. IAPP CIPP-E or similar qualification is a plus.;Private medical care. Free in-house fitness centre. Life insurance. Worldwide travel insurance for business and non-business travel. Multisport club card or subsidised travel card. Wide range of training opportunities. Agile and flexible working environment. Global work experience and strategic projects. Strong focus on diversity, inclusion, speak-up culture, and wellbeing support. Custom career paths and leadership development opportunities.;https://www.linkedin.com/jobs/view/4413421121
99;Technical Support Engineer;Workday;Warsaw;Partner closely with Product Development and Support Analyst teams as an escalation point to deliver creative workarounds and long-term solutions for global customers. Take ownership of a diverse case queue supporting Adaptive Planning Suite including Financial Planning, Reporting, and Integration products. Ensure customers receive timely, high-touch updates. Work as part of a global support team handling enterprise SaaS support cases. Participate in troubleshooting complex issues and escalations for enterprise customers.;5+ years’ experience in a Technical Support related role. 2+ years’ experience as a support engineer with an enterprise cloud based software application. Experience managing highly escalated cases across multiple enterprise customer accounts. Excellent analytical skills and ability to create solutions/workarounds for complex problems. Excellent written and verbal communication skills. Proactive, empathetic, team player with attention to detail. Experience collaborating with development and QA teams. Working knowledge of Linux, SQL, DBMS, and programming languages such as Java, .NET, or C#. Experience with XML and JSON data formats. Experience troubleshooting Web Services/APIs and full-stack web applications. Experience using ELK or similar log aggregation tools. Knowledge of software integrations. JavaScript knowledge is a plus.;Salary range: zł167,200 – zł250,800 PLN (Poland base pay). Eligibility for bonus plan/commission and annual stock grants. Flexible hybrid work model (at least 50% office time). Global on-call rotation (occasional weekends/holidays). Inclusive hiring practices, wellbeing support, training, and career development opportunities. Fortune 500 environment with strong focus on culture, growth, and employee support.;https://www.linkedin.com/jobs/view/4384069907
100;Information Security Governance Specialist;Bruker;Warsaw;Develop, maintain, and continuously improve information security policies, standards, and guidelines in line with recognized frameworks and regulations (e.g. ISO/IEC 27001, NIST, GDPR). Monitor compliance with information security governance requirements and support internal and external audits, assessments, and management reviews. Conduct information security and compliance risk assessments, identify gaps, and recommend remediation actions. Provide expert guidance on information security governance, data protection, and privacy-related topics. Collaborate with IT, business, and compliance stakeholders to ensure security governance is aligned with business and technology strategies. Support third-party risk management activities by reviewing vendor security practices and contractual security requirements. Track, analyze, and report governance, risk, and compliance metrics to provide visibility to senior management. Contribute to incident response and lessons-learned activities from a governance perspective, ensuring outcomes are reflected in policies and frameworks. Support security awareness and training initiatives focused on governance, risk, and compliance topics. Stay up to date with emerging regulations, threats, and industry best practices, proactively incorporating them into governance processes. Act as a point of contact for auditors, regulators, and other external stakeholders on governance-related matters.;Bachelor’s degree in Information Security, Computer Science, Information Technology, or a related discipline. 3–5 years of experience in information security governance, risk, and compliance (GRC) roles. Strong knowledge of information security and governance frameworks such as ISO/IEC 27001, NIST, COBIT, and ITIL. Experience with GRC tools (e.g. OneTrust or similar platforms) and risk assessment methodologies. Understanding of data protection and privacy regulations, including GDPR. Professional certifications such as CISA, CRISC, CISSP, or ISO/IEC 27001 Lead Implementer are highly desirable. Strong analytical and organizational skills with the ability to manage multiple priorities. Excellent communication and interpersonal skills, with the ability to engage effectively with stakeholders at various levels. Proficiency in Microsoft Office tools, particularly Excel and PowerPoint, for reporting and presentation purposes.;;https://www.linkedin.com/jobs/view/4406162962
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
